LOT,WAFER,WAFER_ID,DEFECT@WAFER@CLASS_NCDD@BEEP,DEFECT@WAFER@CLASS_NCDD@BLOCKED_TRENCH,DEFECT@WAFER@CLASS_NCDD@BLURRY_IMAGE,DEFECT@WAFER@CLASS_NCDD@DOME,DEFECT@WAFER@CLASS_NCDD@FALLEN_LINES,DEFECT@WAFER@CLASS_NCDD@ILD_HOLE_TEAROUT,DEFECT@WAFER@CLASS_NCDD@LARGE_PARTICLE,DEFECT@WAFER@CLASS_NCDD@MINI,DEFECT@WAFER@CLASS_NCDD@NVD_FALSE,DEFECT@WAFER@CLASS_NCDD@OTHER_UNKNOWN,DEFECT@WAFER@CLASS_NCDD@PATTERN,DEFECT@WAFER@CLASS_NCDD@RESIDUE,DEFECT@WAFER@CLASS_NCDD@ROUNDMOUND_BEEP,DEFECT@WAFER@CLASS_NCDD@SCRATCH,DEFECT@WAFER@CLASS_NCDD@SIZE_SMALL,DEFECT@WAFER@CLASS_NCDD@SMALL_PARTICLE,DEFECT@WAFER@CLASS_NCDD@UNCLASSIFIED,ACTUAL_LOT@DEFECT,DEVICE@DEFECT,INSPECTION_TIME@DEFECT,INSPECTION_TOOL@DEFECT,LAYER,LAYER@DEFECT,LOAD_DATE@DEFECT,RECIPE@DEFECT,SITE@DEFECT,WAFER_ID_ORDER@DEFECT,WAFER_KEY@DEFECT,DEFECT@WAFER@CLASS_EDI@BEEP,DEFECT@WAFER@CLASS_EDI@BLOCKED_TRENCH,DEFECT@WAFER@CLASS_EDI@BLURRY_IMAGE,DEFECT@WAFER@CLASS_EDI@DOME,DEFECT@WAFER@CLASS_EDI@FALLEN_LINES,DEFECT@WAFER@CLASS_EDI@ILD_HOLE_TEAROUT,DEFECT@WAFER@CLASS_EDI@LARGE_PARTICLE,DEFECT@WAFER@CLASS_EDI@MINI,DEFECT@WAFER@CLASS_EDI@NVD_FALSE,DEFECT@WAFER@CLASS_EDI@OTHER_UNKNOWN,DEFECT@WAFER@CLASS_EDI@PATTERN,DEFECT@WAFER@CLASS_EDI@RESIDUE,DEFECT@WAFER@CLASS_EDI@ROUNDMOUND_BEEP,DEFECT@WAFER@CLASS_EDI@SCRATCH,DEFECT@WAFER@CLASS_EDI@SIZE_SMALL,DEFECT@WAFER@CLASS_EDI@SMALL_PARTICLE,DEFECT@WAFER@CLASS_EDI@WAFER_TOTAL
D605320,540,GS8QK540JKE3,0,0,0,0.007105,0,0.003553,0,0,0.238028,0,0,0,0,0,0,0,,D6053200,PXMG,05/02/2026 2:25:36 PM,BPD450,8M6CL,8M6CL,07/15/2026 10:43:07 PM,8M6CL,D1D,1,8007920,,,,,,,,,,,,,,,,,
D605320,541,GS8QK541JKB2,0,0,0,0.025089,0,0.003584,0,0,0.218636,0,0,0,0.003584,0,0.003584,0,,D6053200,PXMG,05/02/2026 2:25:36 PM,BPD450,8M6CL,8M6CL,07/14/2026 12:26:46 PM,8M6CL,D1D,2,8008019,,,,,,,,,,,,,,,,,
D605317,436,KJA6E436WFH0,0,0,0,0.056843,0.003553,0,0,0,0.220265,0,0,0,0.007105,0,0.007105,0,,D6053170,PXMG,05/01/2026 5:21:03 AM,BPD450,8M6CL,8M6CL,07/23/2026 3:36:42 PM,8M6CL,D1D,1,8008042,,,,,,,,,,,,,,,,,
D605317,501,KJA6E501WFA7,0,0,0,0.053763,0,0.007168,0,0,0.225805,0,0,0,0.003584,0,0,0,,D6053170,PXMG,05/01/2026 5:21:03 AM,BPD450,8M6CL,8M6CL,07/23/2026 3:07:39 AM,8M6CL,D1D,2,8008070,,,,,,,,,,,,,,,,,
D605317,531,KJA6E531WFH0,0.003584,0,0,0.0681,0,0,0,0,0.430104,0,0,0,0.007168,0,0.014337,0,,D6053170,PXMG,05/01/2026 5:21:03 AM,BPD450,8M6CL,8M6CL,07/23/2026 3:48:00 PM,8M6CL,D1D,3,8008131,,,,,,,,,,,,,,,,,
D603187,597,GS7FG597JKF4,0,0,0,0.028674,0,0,0,0,0.240142,0,0,0,0,0,0.003584,0,,D6031870,PXMG,04/30/2026 7:50:07 AM,BPD458,8M6CL,8M6CL,05/06/2026 1:04:36 PM,8M6CL,D1D,1,7937599,,,,,,,,,,,,,,,,,
D603187,599,GS7FG599JKG5,0,0,0,0.017921,0.010753,0.007168,0,0,0.243726,0,0.003584,0,0,0,0.017921,0,,D6031870,PXMG,04/30/2026 7:50:07 AM,BPD458,8M6CL,8M6CL,07/03/2026 12:37:46 AM,8M6CL,D1D,2,7937515,,,,,,,,,,,,,,,,,
D603187,602,GS7FG602JKB7,0,0,0,0.035527,0,0,0,0,0.202502,0,0,0,0,0,0,0,,D6031870,PXMG,04/30/2026 7:50:07 AM,BPD458,8M6CL,8M6CL,05/06/2026 1:02:19 PM,8M6CL,D1D,3,7937634,,,,,,,,,,,,,,,,,
D603187,603,GS7FG603JKG1,0.003584,0,0,0.053763,0.007168,0,0,0,0.225805,0,0,0,0.003584,0.014337,0.007168,0.003584,,D6031870,PXMG,04/30/2026 7:50:07 AM,BPD458,8M6CL,8M6CL,07/04/2026 6:14:28 AM,8M6CL,D1D,4,7937705,,,,,,,,,,,,,,,,,
D605323,879,GS7PC879JKB3,0,0,0,0.007168,0.010753,0.003584,0,0,0.250894,0,0.003584,0,0,0.010753,0.003584,0,,D6053230,PXMG,04/29/2026 6:26:53 PM,BPD436,8M6CL,8M6CL,07/03/2026 5:06:28 PM,8M6CL,D1D,1,8010057,,,,,,,,,,,,,,,,,
D605323,880,GS7PC880JKE4,0,0,0,0.007105,0.003553,0,0,0,0.216712,0,0,0,0.003553,0.010658,0.003553,0,,D6053230,PXMG,04/29/2026 6:26:53 PM,BPD436,8M6CL,8M6CL,07/06/2026 1:39:11 PM,8M6CL,D1D,2,8010038,,,,,,,,,,,,,,,,,
D605323,881,GS7PC881JKB3,0,0,0,0.007168,0,0,0,0,0.197131,0,0,0,0,0.014337,0.014337,0,,D6053230,PXMG,04/29/2026 6:26:53 PM,BPD436,8M6CL,8M6CL,07/04/2026 12:23:15 PM,8M6CL,D1D,3,8010190,,,,,,,,,,,,,,,,,
D605323,882,GS7PC882JKF5,0,0,0,0.007105,0.003553,0.003553,0,0,0.206054,0,0,0,0,0,0.007105,0,,D6053230,PXMG,04/29/2026 6:26:53 PM,BPD436,8M6CL,8M6CL,07/06/2026 1:20:44 AM,8M6CL,D1D,4,8010065,,,,,,,,,,,,,,,,,
D603157,459,GT8RS459JKC5,0,0,0,0.021505,0,0,0,0,0.24731,0,0,0,0,0,0,0,,D6031570,PXMG,04/28/2026 6:42:48 AM,BPD454,8M6CL,8M6CL,06/09/2026 10:00:44 PM,8M6CL,D1D,1,7944915,,,,,,,,,,,,,,,,,
D603157,460,GT8RS460JKF6,0,0,0,0.039079,0.003553,0,0,0,0.312634,0,0,0,0,0.003553,0,0.010658,,D6031570,PXMG,04/28/2026 6:42:48 AM,BPD454,8M6CL,8M6CL,06/09/2026 10:37:01 PM,8M6CL,D1D,2,7944819,,,,,,,,,,,,,,,,,
D604237,704,GT8RS704JKA4,0,0,0,0.017763,0,0,0,0,0.209607,0,0,0,0,0,0,0,,D6042370,PXMG,05/05/2026 3:46:01 AM,BPD450,8M6CL,8M6CL,07/11/2026 2:09:14 PM,8M6CL,D1D,1,7977483,,,,,,,,,,,,,,,,,
D604237,705,GT8RS705JKE6,0,0,0,0.007168,0,0.007168,0,0,0.279568,0,0,0,0.025089,0,0.032258,0,,D6042370,PXMG,05/05/2026 3:46:01 AM,BPD450,8M6CL,8M6CL,08/09/2026 3:53:02 AM,8M6CL,D1D,2,7977367,,,,,,,,,,,,,,,,,
D604237,707,GT8RS707JKF7,0.003584,0,0,0.025089,0.003584,0,0,0,0.197131,0,0,0,0,0,0,0.003584,,D6042370,PXMG,05/05/2026 3:46:01 AM,BPD450,8M6CL,8M6CL,08/09/2026 2:07:27 PM,8M6CL,D1D,3,7977289,,,,,,,,,,,,,,,,,
D604237,709,GT8RS709JKH0,0,0,0,0,0,0,0,0,0.250894,0,0,0,0,0.003584,0,0.003584,,D6042370,PXMG,05/05/2026 3:46:01 AM,BPD450,8M6CL,8M6CL,07/11/2026 1:16:45 PM,8M6CL,D1D,4,7977344,,,,,,,,,,,,,,,,,
D605306,756,5DXBP756MVC5,0,0,0,0.032252,0.003584,0,0,0,0.186345,0,0,0,0,0.003584,0,0,,D6053060,PNCB,05/04/2026 1:49:47 PM,BPD432,8M6CL,8M6CL,07/04/2026 4:37:44 PM,8M6CL,D1D,1,8024505,,,,,,,,,,,,,,,,,
D605306,759,5DXBP759MVA5,0,0,0,0.010827,0,0.003609,0,0,0.191285,0,0,0,0,0,0,0.003609,,D6053060,PNCB,05/04/2026 1:49:47 PM,BPD432,8M6CL,8M6CL,07/06/2026 4:32:07 AM,8M6CL,D1D,2,8024438,,,,,,,,,,,,,,,,,
D605306,761,5DXBP761MVA5,0,0,0,0.003609,0.007218,0,0,0,0.187676,0,0,0,0,0,0.003609,0,,D6053060,PNCB,05/04/2026 1:49:47 PM,BPD432,8M6CL,8M6CL,07/06/2026 2:30:38 AM,8M6CL,D1D,3,8024611,,,,,,,,,,,,,,,,,
D605306,784,5DXBP784MVA2,0,0,0,0.007167,0,0,0,0,0.186345,0,0,0,0.007167,0.010751,0,0,,D6053060,PNCB,05/04/2026 1:49:47 PM,BPD432,8M6CL,8M6CL,07/04/2026 5:26:45 PM,8M6CL,D1D,4,8024441,,,,,,,,,,,,,,,,,
D605331,201,GT9ZQ201JKC4,0,0,0,0.017921,0,0,0,0,0.182794,0,0,0,0.003584,0,0.003584,0,,D6053310,PXMG,05/03/2026 6:28:04 PM,BPD444,8M6CL,8M6CL,07/04/2026 5:52:37 AM,8M6CL,D1D,1,8013072,,,,,,,,,,,,,,,,,
D605331,202,GT9ZQ202JKG6,0,0,0,0.017763,0,0,0,0,0.198949,0,0,0,0,0,0,0,,D6053310,PXMG,05/03/2026 6:28:04 PM,BPD444,8M6CL,8M6CL,07/07/2026 9:21:02 AM,8M6CL,D1D,2,8013100,,,,,,,,,,,,,,,,,
D604232,27,A29ZA027SLD4,0.003584,0,0,0.021505,0.007168,0.010753,0,0,0.050179,0,0,0,0.007168,0.003584,0.007168,0,,D6042320,PXMG,05/08/2026 11:06:58 PM,BPD442,8M6CL,8M6CL,07/11/2026 3:24:59 PM,8M6CL,D1D,1,7975390,,,,,,,,,,,,,,,,,
D604232,28,A29ZA028SLA3,0,0,0,0,0,0,0,0,0.039079,0,0,0,0.010658,0,0,0,,D6042320,PXMG,05/08/2026 11:06:58 PM,BPD442,8M6CL,8M6CL,07/11/2026 5:51:13 PM,8M6CL,D1D,2,7975257,,,,,,,,,,,,,,,,,
D604238,29,A29WC029SLD6,0.003584,0,0,0.046595,0,0.007168,0,0,0.078852,0,0,0,0,0.003584,0.007168,0,,D6042380AP,PXMG,05/09/2026 10:11:57 AM,BPD450,8M6CL,8M6CL,07/19/2026 5:53:08 AM,8M6CL,D1D,1,8571163,,,,,,,,,,,,,,,,,
D604238,115,A29JN115SLF4,0,0,0,0.025089,0.003584,0,0,0.003584,0.100358,0,0,0,0.014337,0,0,0,,D6042380AP,PXMG,05/09/2026 10:11:57 AM,BPD450,8M6CL,8M6CL,07/18/2026 3:45:05 AM,8M6CL,D1D,2,8571152,,,,,,,,,,,,,,,,,
D604238,157,A29WC157SLA4,0,0,0,0.017921,0,0,0,0,0.121863,0,0,0,0,0,0,0.003584,,D6042380AP,PXMG,05/09/2026 10:11:57 AM,BPD450,8M6CL,8M6CL,07/19/2026 7:13:44 PM,8M6CL,D1D,3,8572571,,,,,,,,,,,,,,,,,
D604238,164,A29WC164SLH0,0,0,0,0.017763,0,0.003553,0,0,0.117238,0,0,0,0.003553,0,0,0,,D6042380AP,PXMG,05/09/2026 10:11:57 AM,BPD450,8M6CL,8M6CL,07/19/2026 5:43:03 AM,8M6CL,D1D,4,8572639,,,,,,,,,,,,,,,,,
D604238,27,A29WC027SLC5,0,0,0,0.010753,0,0,0,0,0.114695,0,0,0,0.007168,0.003584,0.025089,0,,D6042380,PXMG,05/09/2026 3:03:05 PM,BPD454,8M6CL,8M6CL,07/18/2026 3:50:48 AM,8M6CL,D1D,1,7977580,,,,,,,,,,,,,,,,,
D604238,31,A29WC031SLD6,0,0,0,0,0,0,0,0,0.103942,0,0,0,0.003584,0,0,0,,D6042380,PXMG,05/09/2026 3:03:05 PM,BPD454,8M6CL,8M6CL,07/19/2026 6:32:39 AM,8M6CL,D1D,2,7977507,,,,,,,,,,,,,,,,,
D605312,712,GT9LM712JKA2,0.031974,0,0,0.010658,0,0,0,0,0.223818,0,0,0.010658,0.078159,0.007105,0.117238,0.017763,,D6053120,PXMG,05/09/2026 9:17:28 PM,BPD448,8M6CL,8M6CL,07/06/2026 6:43:13 PM,8M6CL,D1D,1,8004998,,,,,,,,,,,,,,,,,
D605312,713,GT9LM713JKE4,0,0,0,0.014337,0,0,0,0,0.229389,0,0.007168,0.003584,0.007168,0.010753,0.010753,0.003584,,D6053120,PXMG,05/09/2026 9:17:28 PM,BPD448,8M6CL,8M6CL,07/06/2026 7:08:32 PM,8M6CL,D1D,2,8005064,,,,,,,,,,,,,,,,,
D605312,714,GT9LM714JKB3,0,0,0,0.007105,0,0,0,0,0.092369,0,0,0,0.003553,0,0.014211,0,,D6053120,PXMG,05/11/2026 9:26:01 PM,BPD432,8M6CL,8M6CL,07/06/2026 7:36:47 PM,8M6CL,D1D,3,8005017,,,,,,,,,,,,,,,,,
D605312,715,GT9LM715JKF5,0.003584,0,0,0.028674,0,0.003584,0,0,0.157705,0,0,0,0.007168,0.003584,0.021505,0.003584,,D6053120,PXMG,05/11/2026 9:26:01 PM,BPD432,8M6CL,8M6CL,07/06/2026 7:46:50 PM,8M6CL,D1D,4,8005070,,,,,,,,,,,,,,,,,
D605312,716,GT9LM716JKC4,0.003553,0,0,0.021316,0,0,0,0,0.230923,0,0,0,0.017763,0.003553,0.060395,0.003553,,D6053120,PXMG,05/11/2026 9:26:01 PM,BPD432,8M6CL,8M6CL,07/06/2026 7:43:03 PM,8M6CL,D1D,5,8005088,,,,,,,,,,,,,,,,,
D605312,721,GT9LM721JKA4,0,0.005206,0,0.033538,0,0,0,0,0.294587,0,0,0.12374,0.010411,0.005206,0.029783,0.020823,0,D6053120,PXMG,05/09/2026 9:17:28 PM,BPD448,8M6CL,8M6CL,07/05/2026 10:17:44 PM,8M6CL,D1D,6,8004973,,,,,,,,,,,,,,,,,
D604228,6,IEFPA006MMF2,0,0,0,0.003553,0.003553,0,0,0,0.138554,0,0,0,0,0.010658,0.007105,0.003553,,D6042280,PXMG,05/08/2026 3:03:22 PM,BPD450,8M6CL,8M6CL,07/11/2026 2:18:22 PM,8M6CL,D1D,1,7975333,,,,,,,,,,,,,,,,,
D604228,9,IEFPA009MMD2,0,0,0,0.062468,0.003584,0,0,0,0.144904,0,0,0.003584,0.00768,0,0,0.003584,0,D6042280,PXMG,05/08/2026 3:03:22 PM,BPD450,8M6CL,8M6CL,07/11/2026 2:47:59 PM,8M6CL,D1D,2,7975214,,,,,,,,,,,,,,,,,
D604235,40,HCHFA040MMF7,0,0,0,0.010658,0.003553,0.003553,0,0,0.074606,0,0,0,0,0,0.003553,0,,D6042350,PXMG,05/07/2026 6:20:05 AM,BPD442,8M6CL,8M6CL,07/19/2026 3:19:04 AM,8M6CL,D1D,1,7977097,,,,,,,,,,,,,,,,,
D604235,41,HCHFA041MMC6,0,0,0,0.028674,0.007168,0.007168,0,0.003584,0.035842,0,0.003584,0,0,0,0.003584,0.003584,,D6042350,PXMG,05/07/2026 6:20:05 AM,BPD442,8M6CL,8M6CL,07/19/2026 3:47:01 AM,8M6CL,D1D,2,7977316,,,,,,,,,,,,,,,,,
D605324,15,A28JU015SLH1,0,0,0,0.017921,0.003584,0,0,0,0.258063,0,0,0,0,0.003584,0.003584,0.003584,,D6053240,PXMG,05/07/2026 1:11:59 PM,BPD450,8M6CL,8M6CL,05/08/2026 8:09:32 AM,8M6CL,D1D,1,8010198,,,,,,,,,,,,,,,,,
D605324,19,A28JU019SLC0,0,0,0,0.021505,0.003584,0,0,0,0.250894,0,0,0,0,0.003584,0.003584,0,,D6053240,PXMG,05/07/2026 1:11:59 PM,BPD450,8M6CL,8M6CL,05/08/2026 8:09:05 AM,8M6CL,D1D,2,8010199,,,,,,,,,,,,,,,,,
D604224,21,KJA6K021WFB6,0.003584,0,0,0.028674,0.003584,0.003584,0,0,0.197131,0,0,0,0,0,0.003584,0.003584,,D6042240,PXMG,05/07/2026 2:40:16 AM,BPD442,8M6CL,8M6CL,07/14/2026 10:53:36 AM,8M6CL,D1D,1,7972582,,,,,,,,,,,,,,,,,
D604224,37,KJA6K037WFC2,0,0,0,0.014337,0,0,0,0,0.125447,0,0,0,0.007168,0,0.003584,0,,D6042240,PXMG,05/07/2026 2:40:16 AM,BPD442,8M6CL,8M6CL,07/14/2026 11:26:26 AM,8M6CL,D1D,2,7972641,,,,,,,,,,,,,,,,,
D604E6B,34,A28E5034SLH0,0.005273,0,0,0.005273,0.005273,0.015819,0,0,0.432373,0,0,0,0.015819,0.010546,0.005273,0,,D604E6B0,X78E,05/07/2026 7:15:03 PM,BPD450,8M6CL,8M6CL,06/07/2026 9:04:42 AM,8M6CL,D1D,1,7995609,,,,,,,,,,,,,,,,,
D604E6B,38,A28E5038SLB7,0,0,0,0.015819,0,0,0,0,0.437646,0,0,0,0,0.005273,0,0,,D604E6B0,X78E,05/07/2026 7:15:03 PM,BPD450,8M6CL,8M6CL,06/07/2026 10:33:18 AM,8M6CL,D1D,2,7995494,,,,,,,,,,,,,,,,,
D604239,50,A29UH050SLE3,0,0,0,0.003553,0.003553,0,0,0,0.078159,0,0,0,0.010658,0,0.007105,0,,D6042390,PXMG,05/29/2026 6:16:37 AM,BPD446,8M6CL,8M6CL,08/12/2026 1:02:51 AM,8M6CL,D1D,1,7977451,,,,,,,,,,,,,,,,,
D604239,90,A28WK090SLF4,0,0,0,0.007105,0,0,0,0,0.05329,0,0,0,0,0,0.003553,0,,D6042390,PXMG,05/29/2026 6:16:37 AM,BPD446,8M6CL,8M6CL,08/10/2026 1:52:44 AM,8M6CL,D1D,2,7977322,,,,,,,,,,,,,,,,,
D603E3K,38,A29PB038SLE6,0,0,0,0.021091,0.005273,0,0,0,0.316371,0,0,0,0,0,0,0.005273,,D603E3K0,X78E,06/25/2026 9:29:00 PM,BPD446,8M6CL,8M6CL,08/16/2026 12:39:34 PM,8M6CL,D1D,1,7961509,,,,,,,,,,,,,,,,,
D603E3K,40,A29PB040SLE6,0,0,0,0.010546,0,0,0,0,0.332189,0,0,0,0,0,0.005273,0,,D603E3K0,X78E,06/25/2026 9:29:00 PM,BPD446,8M6CL,8M6CL,06/26/2026 6:42:16 AM,8M6CL,D1D,2,7961455,,,,,,,,,,,,,,,,,
D603E3J,228,GT4TS228JKH2,0,0,0,0.032535,0,0,0,0,0.489253,0,0,0,0,0,0.005497,0,0,D603E3J0,X78E,07/01/2026 11:51:51 PM,BPD446,8M6CL,8M6CL,08/10/2026 6:31:02 AM,8M6CL,D1D,1,7961628,,,,,,,,,,,,,,,,,
D603E3J,229,GT4TS229JKE1,0,0,0,0.015867,0,0,0,0,0.364952,0,0,0,0,0,0.005289,0,,D603E3J0,X78E,07/01/2026 11:51:51 PM,BPD446,8M6CL,8M6CL,08/12/2026 1:29:56 AM,8M6CL,D1D,2,7961431,,,,,,,,,,,,,,,,,
D607548,42,KJA9R042WFE4,0,0,0,0,0,0.003553,0,0,0.238028,0,0,0,0,0.003553,0.003553,0.028421,,D6075480,PXMG,04/28/2026 9:14:33 PM,BPD454,8M6CL,8M6CL,06/21/2026 11:40:29 AM,8M6CL,D1D,1,8085655,,,,,,,,,,,,,,,,,
D607548,50,KJA9R050WFA4,0,0,0,0.042632,0,0.007105,0,0,0.22737,0.003553,0.003553,0,0,0,0,0.028421,,D6075480,PXMG,04/28/2026 9:14:33 PM,BPD454,8M6CL,8M6CL,06/21/2026 7:44:10 AM,8M6CL,D1D,2,8085707,,,,,,,,,,,,,,,,,
D607548,57,KJA9R057WFA6,0,0,0,0.007168,0.003584,0,0,0,0.232973,0.003584,0,0,0.003584,0,0.007168,0.003584,,D6075480,PXMG,04/28/2026 9:14:33 PM,BPD454,8M6CL,8M6CL,06/22/2026 4:32:36 PM,8M6CL,D1D,3,8085577,,,,,,,,,,,,,,,,,
D607548,74,KJA9R074WFE3,0,0,0,0.05329,0.003553,0.003553,0,0,0.238028,0,0,0,0,0.003553,0,0.021316,,D6075480,PXMG,04/28/2026 9:14:33 PM,BPD454,8M6CL,8M6CL,06/21/2026 1:13:24 PM,8M6CL,D1D,4,8085731,,,,,,,,,,,,,,,,,
D605333,176,GT9ZQ176JKE4,0.003553,0,0,0.010658,0,0,0,0,0.248686,0,0.003553,0,0.003553,0,0.007105,0,,D6053330,PXMG,05/02/2026 9:52:12 AM,BPD450,8M6CL,8M6CL,08/09/2026 8:48:29 PM,8M6CL,D1D,1,8013113,,,,,,,,,,,,,,,,,
D605333,177,GT9ZQ177JKB3,0,0,0,0.025089,0,0,0,0,0.215052,0,0,0,0.003584,0,0.014337,0,,D6053330,PXMG,05/02/2026 9:52:12 AM,BPD450,8M6CL,8M6CL,07/11/2026 1:48:58 PM,8M6CL,D1D,2,8012958,,,,,,,,,,,,,,,,,
D606454,434,GT7PS434JKB3,0,0,0,0.060395,0.007105,0,0,0,0.252239,0,0,0,0.007105,0.003553,0.007105,0,,D6064540,PXMG,05/01/2026 7:22:37 AM,BPD448,8M6CL,8M6CL,08/12/2026 1:32:03 AM,8M6CL,D1D,1,8050081,,,,,,,,,,,,,,,,,
D606454,435,GT7PS435JKF5,0,0,0,0.035842,0,0,0.003584,0,0.250894,0,0,0,0,0,0.003584,0,,D6064540,PXMG,05/01/2026 7:22:37 AM,BPD448,8M6CL,8M6CL,08/08/2026 12:21:37 AM,8M6CL,D1D,2,8050133,,,,,,,,,,,,,,,,,
D606456,401,GT7PS401JKE5,0,0,0,0.010753,0,0,0,0,0.107526,0,0,0,0.007168,0.007168,0.017921,0,,D6064560,PXMG,05/01/2026 12:33:42 PM,BPD454,8M6CL,8M6CL,07/24/2026 3:27:32 AM,8M6CL,D1D,1,8050046,,,,,,,,,,,,,,,,,
D606456,403,GT7PS403JKF6,0.003584,0,0,0.014337,0,0.003584,0,0,0.157705,0,0,0,0,0,0.003584,0,,D6064560,PXMG,05/01/2026 12:33:42 PM,BPD454,8M6CL,8M6CL,07/23/2026 4:01:27 PM,8M6CL,D1D,2,8049911,,,,,,,,,,,,,,,,,
D606449,15,A28WK015SLF4,0,0,0,0.433689,0,0,0,0,0.096773,0,0,0,0,0.007168,0.014337,0.003584,,D6064490,PXMG,04/29/2026 7:31:24 PM,BPD458,8M6CL,8M6CL,07/11/2026 1:08:10 PM,8M6CL,D1D,1,8044734,,,,,,,,,,,,,,,,,
D606449,61,A29JN061SLE4,0,0,0,0.007168,0.007168,0,0,0,0.071684,0,0,0,0,0,0.003584,0,,D6064490,PXMG,04/29/2026 7:31:24 PM,BPD458,8M6CL,8M6CL,08/09/2026 3:57:19 AM,8M6CL,D1D,2,8044803,,,,,,,,,,,,,,,,,
D606449,63,A29JN063SLF5,0,0,0,0.039426,0,0.003584,0,0,0.114695,0,0,0,0.007168,0.003584,0.003584,0,,D6064490,PXMG,04/29/2026 7:31:24 PM,BPD458,8M6CL,8M6CL,07/11/2026 2:06:23 PM,8M6CL,D1D,3,8044661,,,,,,,,,,,,,,,,,
D606449,64,A29JN064SLC4,0,0,0,0.021316,0.003553,0.003553,0,0,0.149212,0,0,0,0,0,0.014211,0,,D6064490,PXMG,04/29/2026 7:31:24 PM,BPD458,8M6CL,8M6CL,08/10/2026 5:10:41 AM,8M6CL,D1D,4,8044621,,,,,,,,,,,,,,,,,
D606455,303,GT7EJ303JKH1,0.003584,0,0,0.093189,0.003584,0.003584,0,0,0.064516,0,0,0,0.003584,0,0.010753,0.007168,,D6064550,PXMG,05/05/2026 9:17:01 AM,BPD432,8M6CL,8M6CL,07/12/2026 10:23:50 PM,8M6CL,D1D,1,8050009,,,,,,,,,,,,,,,,,
D606455,304,GT7EJ304JKE0,0.007105,0,0,0.024869,0,0,0,0,0.056843,0,0,0,0,0.007105,0,0,,D6064550,PXMG,05/05/2026 9:17:01 AM,BPD432,8M6CL,8M6CL,07/12/2026 9:30:49 PM,8M6CL,D1D,2,8050026,,,,,,,,,,,,,,,,,
D607555,355,KJA6M355WFA7,0,0,0,0.090501,0,0.005152,0,0,0.133736,0,0,0,0,0,0,0.003584,0,D6075550,PXMG,05/06/2026 5:35:59 AM,BPD446,8M6CL,8M6CL,07/18/2026 6:05:15 AM,8M6CL,D1D,1,8085780,,,,,,,,,,,,,,,,,
D607555,397,KJA6M397WFF2,0,0,0,0.010753,0,0,0,0,0.207884,0,0,0,0.003584,0,0,0.003584,,D6075550,PXMG,05/06/2026 5:35:59 AM,BPD446,8M6CL,8M6CL,07/19/2026 5:43:19 AM,8M6CL,D1D,2,8085944,,,,,,,,,,,,,,,,,
D607555,398,KJA6M398WFC1,0,0,0,0.060395,0,0,0,0,0.17408,0,0,0,0,0.007105,0.003553,0,,D6075550,PXMG,05/06/2026 5:35:59 AM,BPD446,8M6CL,8M6CL,07/19/2026 4:35:26 AM,8M6CL,D1D,3,8085902,,,,,,,,,,,,,,,,,
D607555,465,KJA6M465WFE4,0,0,0,0.014337,0.003584,0,0,0,0.207884,0,0,0,0.003584,0.046595,0,0,,D6075550,PXMG,05/06/2026 5:35:59 AM,BPD446,8M6CL,8M6CL,07/18/2026 5:52:56 AM,8M6CL,D1D,4,8085752,,,,,,,,,,,,,,,,,
D606461,253,GT7EJ253JKB0,0.035842,0,0,0.057347,0,0,0,0,0.082437,0.003584,0,0.007168,0.003584,0.003584,0.010753,0.017921,,D6064610,PXMG,05/06/2026 9:28:52 AM,BPD446,8M6CL,8M6CL,07/10/2026 9:41:23 PM,8M6CL,D1D,1,8051905,,,,,,,,,,,,,,,,,
D606461,254,GT7EJ254JKF2,0.103027,0,0,0.021316,0,0.003553,0,0,0.060395,0,0,0.003553,0.028421,0.003553,0,0.049737,,D6064610,PXMG,05/06/2026 9:28:52 AM,BPD446,8M6CL,8M6CL,07/11/2026 5:52:01 PM,8M6CL,D1D,2,8051927,,,,,,,,,,,,,,,,,
D606446,53,KJAUC053WFD1,0.003609,0,0,0.046919,0,0,0,0,0.187676,0,0,0,0,0,0,0.007218,,D6064460,PNCB,05/05/2026 3:55:21 PM,BPD448,8M6CL,8M6CL,07/05/2026 2:45:14 AM,8M6CL,D1D,1,8046903,,,,,,,,,,,,,,,,,
D606446,56,KJAUC056WFB1,0,0,0,0.010751,0.003584,0.007167,0,0,0.218597,0,0,0,0.003584,0.017918,0,0.003584,,D6064460,PNCB,05/05/2026 3:55:21 PM,BPD448,8M6CL,8M6CL,07/04/2026 5:28:00 PM,8M6CL,D1D,2,8046948,,,,,,,,,,,,,,,,,
D606446,75,KJAUC075WFF7,0,0,0,0.018046,0.003609,0.003609,0,0,0.198504,0,0,0,0.018046,0,0.007218,0,,D6064460,PNCB,05/05/2026 3:55:21 PM,BPD448,8M6CL,8M6CL,07/06/2026 4:15:34 AM,8M6CL,D1D,3,8046978,,,,,,,,,,,,,,,,,
D606446,104,KJAUC104WFG1,0,0,0,0.021501,0,0,0,0,0.182762,0,0,0,0,0,0,0,,D6064460,PNCB,05/05/2026 3:55:21 PM,BPD448,8M6CL,8M6CL,07/05/2026 5:04:43 AM,8M6CL,D1D,4,8046962,,,,,,,,,,,,,,,,,
